event_id,event_ts,user_id,event_type,session_id,page,button_id,platform
evt_e55741991ba74ecf99,2026-01-28T00:09:19Z,935a0af2-268b-4544-8257-b8407513138f,page_view,s_c12f7a2da3af,/settings,,web
evt_61ad6199e7a04df7b1,2026-01-04T00:54:55Z,e954be28-29f4-4590-bb40-6484ae7ad305,button_click,s_75456196647e,,,android
evt_846e0c975e7740828b,2026-01-24T16:12:36Z,bc754f8f-c1ec-4fc4-9eff-aaa690139049,button_click,s_c052c16bfe89,,,web
evt_4420e2376454469196,2026-01-29T14:55:05Z,673fc61a-5a9e-4829-9f35-ce5b01770cd1,button_click,s_42acfa5d61f7,,,android
evt_d444e725475647ddb2,2026-01-10T23:17:27Z,3106bb7f-d4d5-4d22-aefb-25f46daa052b,page_view,s_9164d4c42f14,/p2p/confirm,,ios
evt_79122eefeb724e94aa,2026-01-28T22:00:13Z,0efd5c1d-4673-4c4e-9d8b-173f12a62915,page_view,s_dc6eaa149b41,/activity,,ios
evt_d74c57d85d244df4a3,2026-01-09T14:01:01Z,f5933408-7467-4f80-ba47-44fc56a1254c,button_click,s_063fa7f90bf8,,send_cta,ios
evt_c75c24aa80074693b6,2026-01-24T15:36:13Z,dda0b32b-6de1-4e73-bef0-15f92d7429d9,button_click,s_4bd522e8ba82,,,ios
evt_a10b442cd2a74d0481,2026-01-16T22:44:58Z,65db972e-a043-4dd8-819f-c1f5750358f8,p2p_initiate,s_fbffd35edfb2,/activity,,android
evt_81778a092604478fb1,2026-01-22T13:31:56Z,5cdaaa14-a8dd-47d1-9eb1-8477d761e36d,p2p_initiate,s_bafa811bf91b,/p2p/send,,android
evt_e56b02f73bf24abb82,2026-01-15T16:32:31Z,388794ea-31fa-47bc-a2e8-a84543e7d820,page_view,s_cab0c60219a0,/home,,ios
evt_6a409f1b1ab44a2d99,2026-01-23T07:48:21Z,2b196b03-8d06-4bf5-beed-25f7b035642a,page_view,s_155f3f474006,/p2p/send,,ios
evt_d919c07d2e624a99bc,2026-01-10T10:08:17Z,00946536-b078-40a5-a13b-3db5a8cf5268,page_view,s_f633bc875d67,/wallet,,android
evt_0da612d3ff7c440b93,2026-01-14T08:28:09Z,716876d3-8ec2-4f4c-a387-d4cdb3df9720,page_view,s_31fa98fdd4ca,/wallet,,web
evt_45478aa246e04f31a4,2026-01-18T23:18:58Z,9451f9ad-6d4a-424d-8c87-4fb9a9f7e387,button_click,s_d7756ed0bf7d,,,web
evt_43e05bc272ab4a7fb4,2026-01-07T06:04:40Z,762d47bf-3a00-4202-8130-90edc8afb472,page_view,s_e9fe21eb0757,/wallet,,android
evt_15a2ee15713542f09a,2026-01-05T13:25:15Z,43260dd6-45cc-446b-b0c5-133f8e4b3843,p2p_confirm,s_befa080ff791,/wallet,,ios
evt_2de7308bc9e14fdc89,2026-01-25T05:43:51Z,fa4ad8df-838f-4ede-b6b2-66a10a3d581d,page_view,s_c600bf763840,/settings,,ios
evt_d53e07dd5c68491c9f,2026-01-07T08:37:53Z,d471c01f-743c-4b9d-acca-bdd442421a01,p2p_confirm,s_b0bfb7d948d4,/p2p/confirm,send_cta,ios
evt_31baa336ece040e9a2,2026-01-26T06:40:45Z,cf85d54e-cafb-4d8d-bdd5-0f0d5c5d6da2,page_view,s_43b2bade4ce8,/p2p/confirm,,ios
evt_00a89c8fe64f4f8a87,2026-01-17T22:47:11Z,adcc2a2e-4693-4a96-9273-1bfdc82c6b00,p2p_initiate,s_d15844971624,/p2p/send,request_cta,ios
evt_3174df64c3a7448a97,2026-01-14T16:23:31Z,0147dc00-cd74-47a4-9f9b-f2627404ebba,page_view,s_d4718d9f7a22,/activity,,web
evt_ee33310b7d27415fa8,2026-01-07T20:51:54Z,ed5897e3-93f7-44d8-a990-e73b717f541f,page_view,s_966a039fda07,/home,,android
evt_6254c04987ea47d2a8,2026-01-26T21:53:58Z,8811d155-2127-4f51-8626-c31f2313ca2a,login,s_4fd0c10e7f59,,,ios
evt_b2dfb4e759474cf9b7,2026-01-24T20:43:48Z,f55d5341-e6ed-4403-8db5-fd83c78018a9,page_view,s_180befcac475,/p2p/confirm,,android
evt_2ad21d85b608470b82,2026-01-11T22:12:22Z,bb8f6bd2-d35d-475c-a0e9-d9cd7f25a59f,page_view,s_29237de2c582,/activity,,android
evt_ea4c90e8621548b586,2026-01-05T11:58:28Z,3fb361ef-673f-4a66-81a5-00ee01e8ffec,button_click,s_3008a24134b6,,,android
evt_f41085a052bc4c84a4,2026-01-14T20:45:51Z,8c5bbd60-4c48-43a1-ae34-8a7d68124047,button_click,s_94d557f51dce,,,ios
evt_9a0f41b81b4f46fb84,2026-01-16T16:16:36Z,9cae9c33-8a9b-4f20-8720-de061e6ff2e4,page_view,s_0f722f5314cd,/home,,ios
evt_2803b1ba211141309a,2026-01-31T01:51:43Z,2b196b03-8d06-4bf5-beed-25f7b035642a,login,s_acbc14841655,,,android
evt_82987d8a51244c848d,2026-01-15T12:47:35Z,f52243a0-6873-4c5d-8094-9cf73d5874ab,page_view,s_223341ed33b3,/p2p,,web
evt_c8eeb023fa5341968e,2026-01-23T19:16:24Z,c448147f-59ee-42c4-b2df-d35259b96b02,button_click,s_f324da6c8fbf,,,android
evt_08bd1549452243e0a0,2026-01-25T01:34:54Z,0bc4c989-94ab-4256-b78c-2176ca8c2a93,button_click,s_e94c42d06720,,,android
evt_e1011679ef824b50ba,2026-01-14T09:30:37Z,16c61b95-9649-4b1b-8671-2c4b18583a77,button_click,s_4b2a14ac7f6a,,,web
evt_947975d350334922a6,2026-01-30T10:45:11Z,9ef1857e-350b-4f9a-83c2-d5474b5d2fc1,page_view,s_efb5ff08b291,/p2p,,android
evt_b73f359a7462462997,2026-01-23T01:49:04Z,7f0c61ca-b604-42c9-bee4-b470df729216,page_view,s_0932a3750d2d,/activity,,web
evt_7afd0e6d8554469fba,2026-01-17T18:17:09Z,ec7aa71f-79a4-411d-a034-82adc8cad921,page_view,s_c9bd386ae205,/p2p,,ios
evt_cbc28c2e15f44e3387,2026-01-24T02:56:07Z,d8e187af-8d5d-4301-8dd0-0d52912dc155,button_click,s_b63878fff4cf,,,ios
evt_53e262e4bb6f40e58c,2026-01-16T06:23:04Z,9ca57f6a-e111-4319-8be2-1c1ea03b1bc6,p2p_initiate,s_91634f9c1f54,/settings,,ios
evt_6103ac5f42c849b587,2026-01-03T06:11:20Z,35547a83-8b5c-4b68-90a3-efeaaf1ab1ca,login,s_2acda9a8f8e1,,,ios
evt_947b0e16ed184d78b2,2026-01-25T19:17:49Z,62508f6a-eb2f-44b9-b153-dceeb1d966d3,page_view,s_626d91d25dcc,/settings,,android
evt_eeb2101deb8a4308bd,2026-01-30T04:48:09Z,9b9f2e09-383f-43c1-87e9-1a3e8806daa4,page_view,s_d8cc36b51ea3,/p2p/confirm,,ios
evt_550b7759c9c94b0987,2026-01-30T13:49:35Z,65e798df-88f8-4774-9296-9ee7c314e5b2,page_view,s_f517ea7526ce,/settings,,web
evt_b8f67cda69614f34a4,2026-01-10T23:13:01Z,a486390c-ef37-4ddf-8fa7-930fbf8cc5a0,p2p_confirm,s_e1c40538e195,/p2p/confirm,,android
evt_d1140e9fae6a463d92,2026-01-07T07:45:18Z,adc319ba-e663-4641-90ae-6aa2b20d7fd4,page_view,s_f14805855f3b,/p2p/send,,ios
evt_3c528ec5f2ab421aad,2026-01-13T18:18:08Z,02d4da93-4a5c-4249-97e2-5f55ab4e1ca1,page_view,s_967d58c230a2,/settings,,ios
evt_0a811f2dd6c440a0b0,2026-01-30T02:45:37Z,240fea46-ca45-4da7-80b3-8e8bd5b58ade,page_view,s_f14dc1eaac08,/home,,ios
evt_ed9711632c8549abbb,2026-01-24T12:20:18Z,473467b3-5ecb-4222-b2e0-29bc7e93e5ae,page_view,s_8caa4a5996da,/p2p,,web
evt_5a1d30f4227f449e8f,2026-01-16T22:16:07Z,0c7f4656-94cd-47b8-b746-830d8587bd25,button_click,s_12e7baeb9724,,request_cta,ios
evt_24cbdd61ecbd4eac81,2026-01-03T22:43:04Z,87b7a1c6-9a66-4806-9958-99620e7d79e3,page_view,s_450d74fe1e77,/settings,,ios
evt_f3dfbbd8f15a41e8bf,2026-01-23T09:27:18Z,c634d8cb-7105-42ae-9aa7-42885033796d,p2p_confirm,s_0b02456a8ff2,/home,send_cta,android
evt_7b1e6960e0ca48a1a6,2026-01-30T02:07:41Z,19678ca1-cbf0-47c2-b40b-92dc917ac99a,login,s_d526e07c4b20,,,android
evt_8c9a973afb144690ac,2026-01-31T12:31:36Z,1c741e6b-7c49-49c0-bc5a-770de9aa418e,page_view,s_40909805e832,/p2p/confirm,,android
evt_fda7158b2d944cf3b0,2026-01-24T10:39:04Z,2a591968-3cab-4a35-88df-265da3fd237d,p2p_confirm,s_11ed69976c32,/p2p/confirm,,ios
evt_d974a65c190c4e00a7,2026-01-29T00:46:09Z,87b7a1c6-9a66-4806-9958-99620e7d79e3,page_view,s_faa0efb17dfa,/home,,android
evt_1148d8f517c5461e8e,2026-01-06T16:52:46Z,8dfd41c9-ec75-494d-abb1-628483d3bbb2,page_view,s_07b407b67a6c,/p2p,,android
evt_db47f65db3b5435e93,2026-01-04T02:39:47Z,269fa118-476e-48b6-baf2-b98c3d6e2d8d,page_view,s_8415b87041d0,/wallet,,ios
evt_aedb4cf6185542dd8b,2026-01-26T16:00:15Z,c3088727-9c7d-4cf1-9ec2-477c9feda513,page_view,s_c6d4f2c4e57f,/p2p/send,,android
evt_d7322eb49a14481a90,2026-01-23T10:05:07Z,8789bc93-06c3-49ec-8680-e4237343da4f,p2p_confirm,s_7225ea306da4,/p2p/send,request_cta,ios
evt_a828eb833e29429981,2026-01-27T19:18:00Z,e0e8bd32-7307-4f76-b5cc-0c1e2b9ec539,page_view,s_4dd8648eb832,/wallet,,android
evt_58b00edee3b14b9899,2026-01-24T20:16:55Z,f52243a0-6873-4c5d-8094-9cf73d5874ab,button_click,s_1f6301c47c82,,send_cta,android
evt_2938ffd277e2473c99,2026-01-27T13:06:29Z,f8767707-7bf2-4b35-afd4-e556a2079fa4,page_view,s_184c3f513996,/activity,,ios
evt_7ad94a3db8cd4a9e80,2026-01-22T07:38:29Z,42158d5a-cd44-4203-b252-4cac6f888f37,page_view,s_42025bcb71bf,/activity,,web
evt_0d9d23763e46474fb8,2026-01-20T18:01:03Z,e1074c39-2b96-4ad9-ae55-2a659d6612e2,button_click,s_91739308838e,,qr_cta,ios
evt_c6a4a5e201b04f509b,2026-01-10T12:58:58Z,9ac04be2-67e5-4865-8844-c1187adc2bfc,button_click,s_105202c9b8a0,,,ios
evt_0487eac582d046fdaf,2026-01-08T23:11:16Z,552fba8e-f294-43b7-8490-03569910dbb5,login,s_20ca35cd6a99,,,ios
evt_f7a52b380b2b4f16a1,2026-01-21T18:51:55Z,16f3c2e8-b174-47d1-9600-e9d3169ac0ad,page_view,s_8e9e6b8dbacc,/p2p/confirm,,android
evt_b8063c763762486eba,2026-01-05T02:54:55Z,3b2631d4-f380-42f1-9303-b9e17af61a39,page_view,s_161eccc147b2,/home,,ios
evt_158431a8e2d34816a8,2026-01-09T19:32:43Z,bb1aa76e-3c1c-4678-818a-bc690e7506be,button_click,s_b36e78f18ed8,,,android
evt_0342b689afbf48bb85,2026-01-10T18:28:09Z,bcca74ae-bb15-455d-ac53-af7399d2d70b,button_click,s_bf1e9979079a,,send_cta,android
evt_7746fdefe9584b1fa1,2026-01-29T22:44:13Z,cd093086-0397-43e1-9281-62ef73d197cf,button_click,s_f1f7c48fcfa6,,,android
evt_74f20572df324470af,2026-01-12T05:01:54Z,1fef5606-bc86-4ccf-bdf5-170f399155fb,login,s_0fd2068efb89,,,ios
evt_2ed83aa6f1f44510aa,2026-01-21T21:57:13Z,0147dc00-cd74-47a4-9f9b-f2627404ebba,page_view,s_93ea250bbd3d,/home,,android
evt_3d4920920022412ca9,2026-01-23T11:07:53Z,6bc0ade0-ffad-48a1-a340-2a3bfbfae1e5,page_view,s_b7b9badf9f0e,/settings,,web
evt_a970548b57a54615a0,2026-01-26T18:56:45Z,e6406f79-7bd8-41f0-9d28-e7e2e7a0f302,page_view,s_5f1029dbe67e,/p2p/send,,ios
evt_ecabda69184d49b09e,2026-01-11T19:16:15Z,0f2021b4-9de6-439e-a978-43f147d85a75,login,s_f3f383aed2cb,,,android
evt_d6cca58c1aef4de6ba,2026-01-07T17:14:13Z,bc754f8f-c1ec-4fc4-9eff-aaa690139049,page_view,s_e0a2a0ac9951,/settings,,ios
evt_d1e0572411834dc3a8,2026-01-06T04:38:41Z,3515b0de-1aae-4ac2-8d04-7b72ddf00421,button_click,s_30a708831910,,request_cta,web
evt_99c911f61211477f90,2026-01-26T11:34:46Z,0a0ae5fe-508a-4b97-9b9a-4882aee76cb7,page_view,s_27d6865b7c6a,/p2p/confirm,,android
evt_54c7f8d3b5454cb2a0,2026-01-04T17:04:56Z,82bd6126-eb2c-4458-b634-65373b33dc4d,page_view,s_0cf8a3ce6365,/wallet,,ios
evt_08f888b211244c9d99,2026-01-21T03:52:26Z,d3599e40-9242-43a4-bc1d-b9a3ef360bc5,page_view,s_647ad3601e78,/activity,,ios
evt_7300c814a50f4c59b0,2026-01-02T12:58:33Z,552fba8e-f294-43b7-8490-03569910dbb5,page_view,s_6f3a9f7f60b7,/p2p,,android
evt_445d3dfc4ffb4861b4,2026-01-03T06:52:44Z,8f075b4b-0e79-4637-8f35-c0c6a2eeac47,button_click,s_0661b4b632b5,,send_cta,android
evt_f161c47c054d4ef495,2026-01-04T05:52:10Z,beed5747-d9b4-4ec4-ad56-33521fdc98c4,page_view,s_27b21374c733,/home,,android
evt_438e824e69504aba99,2026-01-25T18:56:54Z,5ab7018b-e1a4-4a04-b2e8-327f920bc798,button_click,s_c8319910f9b7,,send_cta,android
evt_8b7d5429f707424582,2026-01-16T16:07:49Z,b0659f3b-8391-49f7-ae3a-cabf0ec7ed9e,login,s_4797fbf467c7,,,android
evt_da9d7c78416b479ead,2026-01-08T20:16:42Z,5fb8a1ef-68ae-44b8-8140-1373751a0fa3,button_click,s_b955efaf3686,,,ios
evt_b07c84800abf4ba596,2026-01-25T10:48:32Z,c2b262ab-a12a-405f-b9c9-e91971375937,page_view,s_df723308ed68,/p2p,,android
evt_ea6360f16d5f49d3a9,2026-01-09T19:42:05Z,66581a87-49c7-46d1-9f9f-35c6e487472c,page_view,s_f2d264aa5757,/wallet,,android
evt_965855c43e4d432ca3,2026-01-24T13:05:14Z,00615dc2-1913-488e-a393-c496d1feef61,page_view,s_5eddb31d4a08,/p2p/confirm,,ios
evt_4881fed677ab489da2,2026-01-30T09:02:56Z,78b7f7c4-f51b-4163-ad3f-f7ffa746d478,p2p_confirm,s_841a9ce0215b,/home,,android
evt_352c9a1ee7cb43e5af,2026-01-06T09:07:31Z,ed393e1f-485e-4c37-ad9e-fe2c005c385b,page_view,s_038db81a765a,/settings,,ios
evt_77ebfe66599a4a159a,2026-01-06T20:50:52Z,3d0a514f-275f-4c57-b595-cab9ddd911da,button_click,s_ce7cd2bf59dd,,confirm_cta,ios
evt_0ed2fb63da2a4ea8b6,2026-01-27T23:15:09Z,3b2631d4-f380-42f1-9303-b9e17af61a39,page_view,s_a8bef0c4ed9b,/p2p/confirm,,web
evt_cb968cb874a647e485,2026-01-29T22:33:44Z,c4f50701-b6af-47e5-9e9d-4051f3078502,login,s_35ce58e03a11,,,ios
evt_90d62c8d5f0046b1a7,2026-01-21T05:52:19Z,1e1829f2-a6b0-4c0f-a885-0c8667593ed5,button_click,s_f9c348395bdb,,,ios
evt_05b82f790dd14d5fb0,2026-01-03T17:12:03Z,7f9d1977-233c-43b6-bcbf-0b08a64ba3cf,page_view,s_cbda0fc857f4,/settings,,android
evt_16457df935c34baf80,2026-01-15T22:41:27Z,24e0b01f-a608-4eed-bfbd-4cf652fa7526,page_view,s_3e1e7da048b0,/activity,,ios
evt_e02c2d18088541b3be,2026-01-04T09:35:04Z,d06dc0c9-56bb-408f-afff-8c932d9737db,p2p_initiate,s_0809c2677c16,/p2p,,android
evt_19d9eebbac5f4934b2,2026-01-19T07:23:59Z,3c8f2e4e-3d8f-4116-9de1-e193647376d7,p2p_initiate,s_f8ebc6d177db,/home,,ios
evt_43e504ffcd0b46079f,2026-01-18T22:01:54Z,854f44d5-0eee-4432-8c5b-cf1e23ae5dbb,page_view,s_973232c213d6,/p2p/confirm,,ios
evt_3ab1a6bf71d148a89a,2026-01-19T00:22:10Z,69e35e81-64b3-46b3-b108-0aebb3577826,page_view,s_867fb7c4e9ba,/p2p/send,,android
evt_e4ad7edbb4bc46ff81,2026-01-22T21:48:54Z,7f0c61ca-b604-42c9-bee4-b470df729216,page_view,s_1a57625831f5,/p2p/send,,ios
evt_90fd5b6ac88f4428bf,2026-01-23T10:08:10Z,cf6cd005-fbe6-4687-a3e1-4341c5cd4b98,login,s_5eafeeb8837c,,,android
evt_7bf6a8cd59e34a2885,2026-01-02T15:17:25Z,e1e433f4-b5cc-4857-bd38-ec590071070d,page_view,s_229d9b4e86e6,/home,,android
evt_8be1dd073d044baf99,2026-01-11T00:53:10Z,1e523e0c-c35e-46b5-aeb3-dbfa8bf59b3c,p2p_initiate,s_722dcad94b7e,/wallet,,android
evt_e31b424423904e64a7,2026-01-25T07:15:06Z,fddba824-8de5-4f99-a33d-3b22a387a98d,login,s_588b4c9a874c,,,android
evt_9d5d5d194a2f401cab,2026-01-02T00:39:00Z,3b3d729a-7288-4383-a273-f269a6127571,login,s_bdec734e5609,,,android
evt_e3a99828512e4642b9,2026-01-28T05:57:23Z,65be4426-b99a-489e-b158-ba76c18245bd,page_view,s_e7bbe7a8a640,/p2p/send,,ios
evt_b707e1cdecc745aa9e,2026-01-26T06:41:01Z,7994cbd3-6b2e-4588-a2d9-361183d1ecc7,page_view,s_4487341e8887,/p2p/send,,ios
evt_2a30d9ed647e4541a1,2026-01-22T07:12:44Z,3d941782-de1d-4a45-b464-3ee7d26d449a,page_view,s_2b4b527f386f,/p2p,,android
evt_f223322032244e0ab3,2026-01-12T12:05:56Z,e9130627-9c93-4fbd-958d-717d0874e7e1,button_click,s_d892e8c39fd7,,cancel_cta,ios
evt_38b72df7351445ebb9,2026-01-20T08:42:03Z,73421b21-05b7-4fc3-85fd-d91319a0b837,page_view,s_108b7f0d2188,/p2p/confirm,,android
evt_e0de098fa91f483c91,2026-01-29T09:42:47Z,c44012a9-0e30-4f4b-bdb5-114ea35cbdac,p2p_confirm,s_8129132cc21c,/settings,,android
evt_f683a684ff5749debd,2026-01-12T07:42:58Z,a8b25d0f-9645-478c-915e-f3811a22d147,page_view,s_714c1acc9984,/activity,,web
evt_a5edda8e8598449caa,2026-01-04T20:33:22Z,33f15d3b-a4d2-4ba7-92ba-6ec6b4d1ece9,page_view,s_6fe47254eb26,/wallet,,ios
evt_b31394d4aa264e6e9b,2026-01-30T23:05:12Z,edc0d772-8352-43e7-a8b1-1541c459d724,page_view,s_41bc45f7fda0,/settings,,android
evt_4417ca392fc04336a0,2026-01-18T22:30:38Z,f056d625-15eb-41e3-afdc-f592bf6b37f9,page_view,s_7facf0b187ed,/activity,,android
evt_001469df475445fc99,2026-01-20T01:02:22Z,58042875-f85e-436c-a4d9-9df8370a9288,login,s_7edd9bf29ec5,,,ios
evt_2790b473f50446d180,2026-01-31T08:54:23Z,30f74300-6ab1-4297-826b-7fa57d0292c0,page_view,s_d0a0c62577c1,/activity,,android
evt_38e9ed17682648c1a0,2026-01-30T09:38:26Z,892fafc7-e9ef-4f3d-b9ca-97c6ecebc926,button_click,s_7eb2a0caf779,,,android
evt_1d20a11145f04ab684,2026-01-28T17:59:22Z,ab3747fb-c9ae-4a39-85a8-0d157af596ec,button_click,s_f656192a423b,,send_cta,ios
evt_44338c53cc76439c9e,2026-01-23T21:52:01Z,02f4f3a2-848c-4153-8002-72b0f892f382,page_view,s_c3d256919126,/p2p,,ios
evt_78b34867891e416a94,2026-01-03T12:21:41Z,27fa6c2e-3b9c-464a-88a7-3b7d55fc6db1,page_view,s_15d43d5212cf,/p2p/send,,ios
evt_d15e2a8fab554a088c,2026-01-17T01:50:53Z,35b802a7-84b5-46cd-895a-ca523ba72087,login,s_420dd9b631e4,,,web
evt_c774f800b580487498,2026-01-19T15:36:18Z,8f50c14d-f5fb-40de-bf08-66e72eba82b6,page_view,s_92895f18018e,/activity,,ios
evt_a28ddd6a429144a5ae,2026-01-28T12:39:57Z,817c64cc-ba98-4fae-a32b-7b4b2c1b8748,login,s_50bf848182a7,,,android
evt_0e4bc883dafc4e26b3,2026-01-18T22:39:09Z,a4bb029f-e2d2-42f9-8b59-30bba453cf8d,button_click,s_98f46b19d44b,,,android
evt_95c2336337c2437b8c,2026-01-10T14:13:55Z,42052f35-f9d2-4931-b147-84a665ade31b,page_view,s_eccf0929f8fd,/home,,android
evt_459a6541e23148dcbc,2026-01-13T18:31:12Z,9596c0c0-d9d9-4586-97c4-3f2e0ff42b32,button_click,s_299a72a34578,,send_cta,android
evt_aaa524b01f0347f68c,2026-01-20T22:02:48Z,8d9b09e0-85ab-4efe-b13c-ab77a0a88096,p2p_confirm,s_b996b5075aa2,/home,,android
evt_24e63a30eb054648a7,2026-01-25T04:39:40Z,78b7f7c4-f51b-4163-ad3f-f7ffa746d478,page_view,s_d09ca5a715bb,/wallet,,android
evt_a72ce3e546b347b88f,2026-01-01T17:20:54Z,4676fc06-4350-47cc-b973-b90524fedad1,page_view,s_64612db5e1e2,/activity,,ios
evt_964113be04db420dab,2026-01-06T15:01:33Z,a5b59b77-0944-4826-997e-74693acacf63,button_click,s_93875cc620fb,,send_cta,ios
evt_62e5ab9d61dd4416bf,2026-01-21T18:06:21Z,3fb361ef-673f-4a66-81a5-00ee01e8ffec,page_view,s_f798c1d3790e,/p2p/confirm,,ios
evt_036dbbec4faa4a2aa6,2026-01-16T09:55:10Z,8adb153a-2f48-42df-ba77-f461d388d999,login,s_617b41d5b91f,,,ios
evt_b38914f8c7744ee58d,2026-01-15T06:14:46Z,735d7ab3-8aa0-4281-a93e-bb28261610af,button_click,s_e419f6040738,,send_cta,android
evt_784d0f7e44af45b7a7,2026-01-18T09:17:28Z,6fdfe42e-57f4-4d27-8480-fbb0308100ca,login,s_92aeca286d6f,,,android
evt_a6332fb06d8240d4ae,2026-01-02T12:08:13Z,0f55a4af-c2ca-4ae6-9843-a44413c4ae7c,login,s_a52909b80b90,,,ios
evt_a254100d6af4423db9,2026-01-25T18:56:39Z,c6d669c6-3252-4a74-b768-09ab7bf01936,page_view,s_1b3dc1e185ac,/activity,,android
evt_03a69b96c29c4acf92,2026-01-02T16:06:38Z,34b733f2-ef8e-4462-8bc2-36909fadbf2d,page_view,s_3df7958520fc,/home,,web
evt_bcf823e57ae44f3fbb,2026-01-07T22:56:03Z,045d0257-1ba1-4673-835e-bac0fc488688,page_view,s_90da2bf8a5d9,/home,,android
evt_5668b153ae754edcbc,2026-01-21T15:47:25Z,4b83c738-a144-4528-ab89-7d5bed3a9158,button_click,s_b5937f4fbfa8,,,android
evt_148bf7c753ee4bd199,2026-01-23T10:47:34Z,58a9e413-23b2-417a-9746-77de5e600427,login,s_b9456c7fb477,,,android
evt_6b510045001b4c9a9f,2026-01-22T18:32:44Z,bcca74ae-bb15-455d-ac53-af7399d2d70b,page_view,s_67ccdd26f18f,/home,,ios
evt_6e0077eff1d44f47ac,2026-01-23T15:12:41Z,0f55a4af-c2ca-4ae6-9843-a44413c4ae7c,page_view,s_f7d314b871fd,/activity,,ios
evt_b835aa59a7d8432f97,2026-01-29T07:00:42Z,e615b019-60f2-41b2-9d9d-82e40c682994,page_view,s_e3e1818b7f16,/activity,,android
evt_dbb86975e9be4b9ca4,2026-01-06T19:09:43Z,2c7d3b07-778e-414a-87fd-120fd5d57361,page_view,s_15c82baa8770,/home,,ios
evt_ac3146e732074b3f9b,2026-01-31T17:17:10Z,5ea2800a-830e-45da-9afc-933dfc00d34f,page_view,s_2e31a4d3569b,/p2p/confirm,,android
evt_1c5daf7880b04cc287,2026-01-12T01:46:04Z,1b1dde07-66d1-4b69-a978-c2fc1427576f,page_view,s_2ac7fca1e624,/p2p/confirm,,android
evt_6bcb2b337572470b95,2026-01-10T13:38:44Z,045d0257-1ba1-4673-835e-bac0fc488688,button_click,s_4abb9e70e73a,,,ios
evt_70da874c3db549988c,2026-01-18T12:00:41Z,f97ce6b1-d6af-4573-aebb-cfe94187cb95,page_view,s_ffe9342d6eae,/p2p/confirm,,android
evt_0978ce54092947009f,2026-01-12T15:33:26Z,56781e89-4bde-458b-ab4b-d48ad735fa0d,button_click,s_d57534ef9b5d,,,android
evt_d1acc8a3792b44b98a,2026-01-22T21:04:04Z,6954afe1-27b3-4f28-981f-16cffe264bd1,login,s_905932fd2b41,,,web
evt_9d6fd302411940e9ba,2026-01-22T21:09:23Z,b8033664-a676-4711-b900-e65788a0137c,page_view,s_deea0a5f74df,/wallet,,ios
evt_3aae36b967c84bb2b5,2026-01-24T05:40:57Z,a83c761d-a7b2-4588-993a-b2fb78d38784,p2p_confirm,s_14b4968e6698,/activity,,ios
evt_7ac2c38c962c4a4f9e,2026-01-27T13:10:14Z,13ee65b5-79cd-48d2-93f9-5b7d966d8fd6,p2p_confirm,s_7a3057727ecf,/settings,request_cta,ios
evt_10f68bf5d14c4353a4,2026-01-09T21:18:49Z,ab925abf-c852-4754-a7fb-2cc3e1343830,button_click,s_5d7a3eea9a99,,,android
evt_86dae26fcbfb41d8aa,2026-01-29T20:28:55Z,024e7fbb-29b1-4e2d-b2ae-bf0c162c7bd2,p2p_confirm,s_d92b37d68f24,/p2p/send,,ios
evt_99833eb6c98e4e15a3,2026-01-22T04:48:18Z,18c9943b-6193-4b2d-8315-e0d9f9b0737f,page_view,s_ad6cbf2fa4f3,/p2p,,android
evt_c5fe05493faf41b0a4,2026-01-10T10:48:41Z,ba76cccc-535c-4ef5-86a1-2b8b468f39ba,button_click,s_b161f8bfa4f0,,,android
evt_5fcee7001e624b99a4,2026-01-08T20:11:06Z,3cb11d8e-02ba-43c5-b5ff-b627b70044ce,login,s_80ce381c87f6,,,android
evt_75cf6df62b8940aabe,2026-01-20T01:40:02Z,27f82913-a43b-4e07-b718-ee7b1d7d48ff,page_view,s_0d3225eb6696,/p2p/send,,ios
evt_df22dccaed0f48e1bf,2026-01-07T10:00:47Z,421e63e7-ae57-4ef7-bcc3-37b52d01f6a0,p2p_confirm,s_632dd5fde6c4,/p2p/confirm,send_cta,android
evt_d576e995269a442fbd,2026-01-07T14:54:46Z,4fdadb77-a2d6-4937-9f45-2463c4dc5895,page_view,s_6ac9c2342c13,/p2p/send,,android
evt_a3a056517d35476597,2026-01-30T15:38:51Z,f22edf9c-87c3-4d65-b75d-e64f9d62bba5,button_click,s_68c63b0a5ebf,,,ios
evt_3187090f85b940b1b4,2026-01-19T12:33:53Z,0b417147-41d4-452c-a091-1f2753c78bd8,login,s_e4252d8b9bac,,,ios
evt_3b38a8e51e784df591,2026-01-26T21:15:55Z,8f075b4b-0e79-4637-8f35-c0c6a2eeac47,p2p_initiate,s_1b0d169241fa,/p2p,request_cta,ios
evt_c6ae4bf7e4804108ae,2026-01-16T05:52:23Z,daec58ff-ea5e-4601-9a81-6b150c644e03,button_click,s_5cdbe64106b7,,,ios
evt_4aa2872a36e0455fbf,2026-01-07T12:38:58Z,0626dfd8-dc15-4bc5-b6cb-3a24811b0507,page_view,s_2287eed349b7,/settings,,android
evt_1c458f3cb0704b2f9e,2026-01-13T14:47:51Z,035aff40-14a2-4979-a612-e3732b0c4b12,page_view,s_d92268ddef47,/p2p/send,,android
evt_9140e4dd65d54339af,2026-01-18T18:37:32Z,2c0c652a-2365-4e90-a034-f5da73dffb60,page_view,s_09e636b994c5,/wallet,,ios
